SiteId,Type,Journal Name,Entry Id,System Name,x,y,z,Region (Calculated),Region (Journal),Primary Star,Body Name,POI Id,Body Sub Type,Gravity,Distance To Arrival,Surface Temperature,Volcanism,Orbital Period,Rotational Period,Orbital Eccentricity,Discovered By,Discovered By,Discovered By,Discovered By,Discovered By
9495,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,BLAE EORK PZ-D D13-13,8680.375,-178.90625,2685.15625,Outer Orion Spur,Outer Orion Spur,A (Blue-White) Star, ABC 1 A,21,Rocky body,0.1197192863,2905,273,Minor Metallic Magma,1.335836533,1.283101647,0.002385,felsen83,felsen83,,,
9496,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,BLAE EORK PZ-D D13-13,8680.375,-178.90625,2685.15625,Outer Orion Spur,Outer Orion Spur,A (Blue-White) Star, ABC 1 A,14,Rocky body,0.1197192863,2905,273,Minor Metallic Magma,1.335836533,1.283101647,0.002385,felsen83,felsen83,,,
9497,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,BLAE EORK PZ-D D13-13,8680.375,-178.90625,2685.15625,Outer Orion Spur,Outer Orion Spur,A (Blue-White) Star, ABC 1 A,9,Rocky body,0.1197192863,2905,273,Minor Metallic Magma,1.335836533,1.283101647,0.002385,felsen83,felsen83,,,
9498,Roseum Brain Tree,codex_ent_seed,2100201,BLAE EORK PZ-D D13-13,8680.375,-178.90625,2685.15625,Outer Orion Spur,Outer Orion Spur,A (Blue-White) Star, ABC 1 A,7,Rocky body,0.1197192863,2905,273,Minor Metallic Magma,1.335836533,1.283101647,0.002385,felsen83,felsen83,,,
9499,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,BLAE EORK PZ-D D13-13,8680.375,-178.90625,2685.15625,Outer Orion Spur,Outer Orion Spur,A (Blue-White) Star, ABC 1 A,24,Rocky body,0.1197192863,2905,273,Minor Metallic Magma,1.335836533,1.283101647,0.002385,felsen83,felsen83,,,
9500,Roseum Brain Tree,codex_ent_seed,2100201,BLAE EORK PZ-D D13-13,8680.375,-178.90625,2685.15625,Outer Orion Spur,Outer Orion Spur,A (Blue-White) Star, ABC 1 E A,1,Rocky body,0.07922630997,2909,227,Major Silicate Vapour Geysers,0.5044247955,0.5282509208,,felsen83,felsen83,,,
9501,Roseum Brain Tree,codex_ent_seed,2100201,BLAE EORK PZ-D D13-13,8680.375,-178.90625,2685.15625,Outer Orion Spur,Outer Orion Spur,A (Blue-White) Star, ABC 1 E A,5,Rocky body,0.07922630997,2909,227,Major Silicate Vapour Geysers,0.5044247955,0.5282509208,,felsen83,felsen83,,,
9502,Roseum Brain Tree,codex_ent_seed,2100201,BLAE EORK PZ-D D13-13,8680.375,-178.90625,2685.15625,Outer Orion Spur,Outer Orion Spur,A (Blue-White) Star, ABC 1 E A,10,Rocky body,0.07922630997,2909,227,Major Silicate Vapour Geysers,0.5044247955,0.5282509208,,felsen83,felsen83,,,
9503,Roseum Brain Tree,codex_ent_seed,2100201,BLAE EORK PZ-D D13-14,8675.21875,-182.96875,2685.59375,Outer Orion Spur,Outer Orion Spur,F (White) Star, 4 B,1,Rocky body,0.1920656229,1915,218,Minor Water Magma,3.52126015,3.521325295,0.000339,felsen83,felsen83,,,
9504,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,BLAE EORK PZ-D D13-14,8675.21875,-182.96875,2685.59375,Outer Orion Spur,Outer Orion Spur,F (White) Star, 4 B,14,Rocky body,0.1920656229,1915,218,Minor Water Magma,3.52126015,3.521325295,0.000339,felsen83,felsen83,,,
9505,Roseum Brain Tree,codex_ent_seed,2100201,BLAE EORK PZ-D D13-14,8675.21875,-182.96875,2685.59375,Outer Orion Spur,Outer Orion Spur,F (White) Star, 4 B,28,Rocky body,0.1920656229,1915,218,Minor Water Magma,3.52126015,3.521325295,0.000339,felsen83,felsen83,,,
9506,Roseum Brain Tree,codex_ent_seed,2100201,BLAE EORK PZ-D D13-14,8675.21875,-182.96875,2685.59375,Outer Orion Spur,Outer Orion Spur,F (White) Star, 4 B,5,Rocky body,0.1920656229,1915,218,Minor Water Magma,3.52126015,3.521325295,0.000339,felsen83,felsen83,,,
9507,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE VB-V B19-2,-794.65625,-653.9375,13447.875,Norma Expanse,Norma Expanse,M (Red dwarf) Star,3,2,High metal content world,0.1341396627,72,164,Minor Silicate Vapour Geysers,1.456587334,1.480354942,0.038678,Insane Golgotha,Insane Golgotha,,,
9508,Roseum Brain Tree,codex_ent_seed,2100201,BLAE EORK RU-D D13-20,8675.25,-185.65625,2687.09375,Outer Orion Spur,Outer Orion Spur,F (White) Star, 5 A,4,Rocky body,0.2077274454,952,355,Minor Metallic Magma,1.329641582,1.329678265,0.001856,felsen83,felsen83,,,
9509,Roseum Brain Tree,codex_ent_seed,2100201,BLAE EORK RU-D D13-20,8675.25,-185.65625,2687.09375,Outer Orion Spur,Outer Orion Spur,F (White) Star, 7 A,1,Rocky body,0.2231703312,2501,285,Metallic Magma,0.943895388,-0.9101981607,0.000252,felsen83,felsen83,,,
9510,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,BLAE EORK RU-D D13-20,8675.25,-185.65625,2687.09375,Outer Orion Spur,Outer Orion Spur,F (White) Star, 7 A,15,Rocky body,0.2231703312,2501,285,Metallic Magma,0.943895388,-0.9101981607,0.000252,felsen83,felsen83,,,
9511,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,BLAE EORK RU-D D13-20,8675.25,-185.65625,2687.09375,Outer Orion Spur,Outer Orion Spur,F (White) Star, 7 A,17,Rocky body,0.2231703312,2501,285,Metallic Magma,0.943895388,-0.9101981607,0.000252,felsen83,felsen83,,,
9512,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,BLAE EORK RU-D D13-20,8675.25,-185.65625,2687.09375,Outer Orion Spur,Outer Orion Spur,F (White) Star, 7 F A,1,Rocky body,0.05398384161,2506,206,Minor Metallic Magma,1.34332416,1.350270627,,felsen83,felsen83,,,
9513,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,BLAE EORK RU-D D13-20,8675.25,-185.65625,2687.09375,Outer Orion Spur,Outer Orion Spur,F (White) Star, 7 F A,2,Rocky body,0.05398384161,2506,206,Minor Metallic Magma,1.34332416,1.350270627,,felsen83,felsen83,,,
9514,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,BLAE EORK RU-D D13-20,8675.25,-185.65625,2687.09375,Outer Orion Spur,Outer Orion Spur,F (White) Star, 7 F A,3,Rocky body,0.05398384161,2506,206,Minor Metallic Magma,1.34332416,1.350270627,,felsen83,felsen83,,,
9515,Aureum Brain Tree,codex_ent_seedefgh_01,2100206,SYNUEFE LU-D D13-21,525.03125,-252.65625,110.5625,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,4,8,High metal content world,1.070787114,126,475,Major Rocky Magma,48.06692195,48.10585272,0.000109,Nigel no mates,Nigel no mates,,,
9516,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE LU-D D13-21,525.03125,-252.65625,110.5625,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,4,1,High metal content world,1.070787114,126,475,Major Rocky Magma,48.06692195,48.10585272,0.000109,Nigel no mates,Nigel no mates,,,
9517,Aureum Brain Tree,codex_ent_seedefgh_01,2100206,SYNUEFE LU-D D13-21,525.03125,-252.65625,110.5625,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,4,3,High metal content world,1.070787114,126,475,Major Rocky Magma,48.06692195,48.10585272,0.000109,Nigel no mates,Nigel no mates,,,
9518,Aureum Brain Tree,codex_ent_seedefgh_01,2100206,SYNUEFE LU-D D13-21,525.03125,-252.65625,110.5625,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,4,7,High metal content world,1.070787114,126,475,Major Rocky Magma,48.06692195,48.10585272,0.000109,Nigel no mates,Nigel no mates,,,
9519,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE LU-D D13-21,525.03125,-252.65625,110.5625,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,4,2,High metal content world,1.070787114,126,475,Major Rocky Magma,48.06692195,48.10585272,0.000109,Nigel no mates,Nigel no mates,,,
9520,Aureum Brain Tree,codex_ent_seedefgh_01,2100206,SYNUEFE LU-D D13-21,525.03125,-252.65625,110.5625,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,4,4,High metal content world,1.070787114,126,475,Major Rocky Magma,48.06692195,48.10585272,0.000109,Nigel no mates,Nigel no mates,,,
9521,Aureum Brain Tree,codex_ent_seedefgh_01,2100206,SYNUEFE LU-D D13-21,525.03125,-252.65625,110.5625,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,4,5,High metal content world,1.070787114,126,475,Major Rocky Magma,48.06692195,48.10585272,0.000109,Nigel no mates,Nigel no mates,,,
9522,Aureum Brain Tree,codex_ent_seedefgh_01,2100206,SYNUEFE LU-D D13-21,525.03125,-252.65625,110.5625,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,4,6,High metal content world,1.070787114,126,475,Major Rocky Magma,48.06692195,48.10585272,0.000109,Nigel no mates,Nigel no mates,,,
9523,Aureum Brain Tree,codex_ent_seedefgh_01,2100206,SYNUEFE LU-D D13-21,525.03125,-252.65625,110.5625,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,4,9,High metal content world,1.070787114,126,475,Major Rocky Magma,48.06692195,48.10585272,0.000109,Nigel no mates,Nigel no mates,,,
9524,Aureum Brain Tree,codex_ent_seedefgh_01,2100206,SYNUEFE LU-D D13-21,525.03125,-252.65625,110.5625,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,4,10,High metal content world,1.070787114,126,475,Major Rocky Magma,48.06692195,48.10585272,0.000109,Nigel no mates,Nigel no mates,,,
9525,Aureum Brain Tree,codex_ent_seedefgh_01,2100206,SYNUEFE LU-D D13-21,525.03125,-252.65625,110.5625,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,4,11,High metal content world,1.070787114,126,475,Major Rocky Magma,48.06692195,48.10585272,0.000109,Nigel no mates,Nigel no mates,,,
9526,Gypseeum Brain Tree,codex_ent_seedabcd_01,2100202,BLAE EORK RU-D D13-20,8675.25,-185.65625,2687.09375,Outer Orion Spur,Outer Orion Spur,F (White) Star, 7 F A,9,Rocky body,0.05398384161,2506,206,Minor Metallic Magma,1.34332416,1.350270627,,felsen83,felsen83,,,
9527,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,ETA CARINA SECTOR PX-U C2-10,8655.53125,-200.0625,2703.8125,Outer Orion Spur,Outer Orion Spur,K (Yellow-Orange) Star,1,1,Metal-rich body,0.05530548796,13,1057,Rocky Magma,1.911486671,1.913229152,0.000049,felsen83,felsen83,,,
9528,Aureum Brain Tree,codex_ent_seedefgh_01,2100206,SYNUEFE LU-D D13-21,525.03125,-252.65625,110.5625,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,4,12,High metal content world,1.070787114,126,475,Major Rocky Magma,48.06692195,48.10585272,0.000109,Nigel no mates,Nigel no mates,,,
9529,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE LU-D D13-21,525.03125,-252.65625,110.5625,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,4,13,High metal content world,1.070787114,126,475,Major Rocky Magma,48.06692195,48.10585272,0.000109,Nigel no mates,Nigel no mates,,,
9530,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE LU-D D13-21,525.03125,-252.65625,110.5625,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,4,14,High metal content world,1.070787114,126,475,Major Rocky Magma,48.06692195,48.10585272,0.000109,Nigel no mates,Nigel no mates,,,
9531,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE LU-D D13-21,525.03125,-252.65625,110.5625,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,4,15,High metal content world,1.070787114,126,475,Major Rocky Magma,48.06692195,48.10585272,0.000109,Nigel no mates,Nigel no mates,,,
9532,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE LU-D D13-21,525.03125,-252.65625,110.5625,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,4,16,High metal content world,1.070787114,126,475,Major Rocky Magma,48.06692195,48.10585272,0.000109,Nigel no mates,Nigel no mates,,,
9533,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE LU-D D13-21,525.03125,-252.65625,110.5625,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star,4,17,High metal content world,1.070787114,126,475,Major Rocky Magma,48.06692195,48.10585272,0.000109,Nigel no mates,Nigel no mates,,,
9534,Roseum Brain Tree,codex_ent_seed,2100201,ETA CARINA SECTOR PX-U C2-9,8655.40625,-201.40625,2710.75,Outer Orion Spur,Outer Orion Spur,G (White-Yellow) Star, A 10,1,High metal content world,1.414878543,473,232,Minor Metallic Magma,362.4464558,0.4478331458,0.000249,felsen83,felsen83,,,
9535,Roseum Brain Tree,codex_ent_seed,2100201,ETA CARINA SECTOR PX-U C2-9,8655.40625,-201.40625,2710.75,Outer Orion Spur,Outer Orion Spur,G (White-Yellow) Star, A 10,5,High metal content world,1.414878543,473,232,Minor Metallic Magma,362.4464558,0.4478331458,0.000249,felsen83,felsen83,,,
9536,Roseum Brain Tree,codex_ent_seed,2100201,BLAE EORK BS-I B56-0,8694.1875,-191.75,2695.78125,Outer Orion Spur,Outer Orion Spur,M (Red dwarf) Star, A 5 A,3,Rocky body,0.05039782175,38,365,Major Silicate Vapour Geysers,0.8093171167,0.8303077092,,felsen83,felsen83,,,
9537,Lividum Brain Tree,codex_ent_seedefgh,2100205,BLAE EORK BS-I B56-0,8694.1875,-191.75,2695.78125,Outer Orion Spur,Outer Orion Spur,M (Red dwarf) Star, A 5 A,7,Rocky body,0.05039782175,38,365,Major Silicate Vapour Geysers,0.8093171167,0.8303077092,,felsen83,felsen83,,,
9538,Roseum Brain Tree,codex_ent_seed,2100201,BLAE EORK BS-I B56-0,8694.1875,-191.75,2695.78125,Outer Orion Spur,Outer Orion Spur,M (Red dwarf) Star, B 2,1,High metal content world,0.0517611771,828,464,Rocky Magma,2.045856651,2.045856786,0.000005,felsen83,felsen83,,,
9539,Roseum Brain Tree,codex_ent_seed,2100201,BLAE EORK BS-I B56-0,8694.1875,-191.75,2695.78125,Outer Orion Spur,Outer Orion Spur,M (Red dwarf) Star, B 2,4,High metal content world,0.0517611771,828,464,Rocky Magma,2.045856651,2.045856786,0.000005,felsen83,felsen83,,,
9540,Roseum Brain Tree,codex_ent_seed,2100201,HD 78408,1038.125,-204.1875,198.1875,Inner Orion Spur,Inner Orion Spur,B (Blue-White) Star, AB 1 A,3,Rocky body,0.2085860644,4264,218,Minor Silicate Vapour Geysers,1.404850295,1.404904289,0.001672,Nigel no mates,Nigel no mates,,,
9541,Roseum Brain Tree,codex_ent_seed,2100201,SWOILZ TW-A C2-9,1203.8125,-381.5625,328.59375,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, CD 3,2,High metal content world,0.3124078621,1393,292,Minor Silicate Vapour Geysers,1.118178604,0.5181208758,0.103878,Alkibiades,Alkibiades,,,
9542,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,COL 132 SECTOR NO-Q D5-3,1010.84375,-181.21875,-657.125,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star, C 3,1,High metal content world,0.1572786327,136683,555,Rocky Magma,2.006795464,2.006796077,0.0004,MeTzGoRe-iND,MeTzGoRe-iND,,,
9543,Roseum Brain Tree,codex_ent_seed,2100201,HD 78408,1038.125,-204.1875,198.1875,Inner Orion Spur,Inner Orion Spur,B (Blue-White) Star, AB 1 A,1,Rocky body,0.2085860644,4264,218,Minor Silicate Vapour Geysers,1.404850295,1.404904289,0.001672,Nigel no mates,Nigel no mates,,,
9544,Roseum Brain Tree,codex_ent_seed,2100201,HD 78408,1038.125,-204.1875,198.1875,Inner Orion Spur,Inner Orion Spur,B (Blue-White) Star, AB 1 A,2,Rocky body,0.2085860644,4264,218,Minor Silicate Vapour Geysers,1.404850295,1.404904289,0.001672,Nigel no mates,Nigel no mates,,,
9545,Roseum Brain Tree,codex_ent_seed,2100201,COL 132 SECTOR CR-M D7-28,1252.90625,-326.28125,-450.15625,Inner Orion Spur,Inner Orion Spur,F (White) Star, 1 C,4,Rocky body,0.1506947109,1661,248,Major Silicate Vapour Geysers,0.4047388763,0.6740603928,0.013282,MeTzGoRe-iND,MeTzGoRe-iND,,,
9546,Roseum Brain Tree,codex_ent_seed,2100201,COL 132 SECTOR VT-R B33-1,1225.21875,-319.25,-392.84375,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, C 1,3,High metal content world,0.08622091598,72875,279,Major Rocky Magma,1.733065686,1.733065828,0.015663,MeTzGoRe-iND,MeTzGoRe-iND,,,
9547,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE AR-J C10-40,-746.9375,-634.375,13460.28125,Norma Expanse,Norma Expanse,M (Red dwarf) Star, A 1 A,14,Rocky body,0.3708501613,43,448,Metallic Magma,0.9712281602,0.9934946936,,Insane Golgotha,Insane Golgotha,,,
9548,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,COL 140 SECTOR FH-M C7-0,1140.84375,-264.71875,-422.78125,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star,4,4,High metal content world,1.453748555,77,490,Minor Metallic Magma,24.65745503,24.41147292,0.000084,MeTzGoRe-iND,MeTzGoRe-iND,,,
9549,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE ZV-J C10-33,-732.75,-620.28125,13466.90625,Norma Expanse,Norma Expanse,K (Yellow-Orange) Star, C 2,1,High metal content world,0.1364947608,178627,443,Minor Silicate Vapour Geysers,1.409633568,1.409633687,0.000253,Insane Golgotha,Insane Golgotha,,,
9550,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE DY-R B21-7,-724.78125,-618.25,13475.5625,Norma Expanse,Norma Expanse,M (Red dwarf) Star, C 1,2,High metal content world,0.07180778383,472,392,Major Silicate Vapour Geysers,0.8238754684,0.7880712694,0.001787,Insane Golgotha,Insane Golgotha,,,
9551,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE BR-J C10-11,-717.34375,-639.59375,13483.8125,Norma Expanse,Norma Expanse,K (Yellow-Orange) Star, 2 A,3,Rocky body,0.1357383957,460,226,Major Silicate Vapour Geysers,0.8002403089,0.800266707,0.000109,Insane Golgotha,Insane Golgotha,,,
9552,Puniceum Brain Tree,codex_ent_seedefgh_02,2100207,GRAEA HYPUE LS-S D4-210,-723.53125,-636.6875,13483.09375,Norma Expanse,Norma Expanse,A (Blue-White) Star, 13 A,5,High metal content world,0.3782607412,4401,129,Minor Metallic Magma,1.054474698,-1.055690162,0.000877,Insane Golgotha,Insane Golgotha,,,
9553,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE VP-L C9-8,-715.90625,-624.96875,13429.59375,Norma Expanse,Norma Expanse,M (Red dwarf) Star,3,7,High metal content world,0.1398884038,68,330,Rocky Magma,0.3245141219,2.186894102,0.174024,Insane Golgotha,Insane Golgotha,,,
9554,Aureum Brain Tree,codex_ent_seedefgh_01,2100206,SYNUEFE PM-L C24-24,706.6875,-158.875,10.5,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, C 2 A,6,Rocky body,0.06127754914,110705,475,Major Silicate Vapour Geysers,0.5492476539,0.5564607224,,Destroeyer666,Destroeyer666,,,
9555,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE EN-H D11-106,785.15625,-167.0625,-75.46875,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star, 6 A,2,Rocky body,0.1349642452,1594,223,Major Silicate Vapour Geysers,0.856996238,0.8570051465,0.009056,Destroeyer666,Destroeyer666,,,
9556,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE EN-H D11-96,757.125,-179.3125,-96.0625,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star, 7 A,32,Rocky body,0.1603663682,2264,218,Minor Metallic Magma,1.174358168,1.174383867,0.000706,rash is all over it,rash is all over it,,,
9557,Roseum Brain Tree,codex_ent_seed,2100201,HD 75911,1266.5625,-391.40625,347.34375,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange giant) Star,2,10,High metal content world,1.32650499,1330,474,Major Rocky Magma,82.67442661,82.7683767,0.135611,Alkibiades,Alkibiades,,,
9558,Lividum Brain Tree,codex_ent_seedefgh,2100205,HD 75911,1266.5625,-391.40625,347.34375,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange giant) Star, 1 A,7,Rocky body,0.06335064233,1330,496,Minor Metallic Magma,1.243192013,1.243194331,0.004259,Alkibiades,Alkibiades,,,
9559,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE EN-H D11-96,757.125,-179.3125,-96.0625,Inner Orion Spur,Inner Orion Spur,G (White-Yellow) Star, 7 A,33,Rocky body,0.1603663682,2264,218,Minor Metallic Magma,1.174358168,1.174383867,0.000706,rash is all over it,rash is all over it,,,
9560,Viride Brain Tree,codex_ent_seedabcd_03,2100204,PRUA DRYOAE II-A D1-8,1247.28125,-384.28125,297.65625,Inner Orion Spur,Inner Orion Spur,F (White) Star, 3 A,7,Rocky Ice world,0.05952513744,2227,130,Major Water Geysers,1.385144268,-1.385175986,0.000154,Alkibiades,Alkibiades,,,
9561,Ostrinum Brain Tree,codex_ent_seedabcd_02,2100203,COL 173 SECTOR TN-C B41-1,1262.53125,-467.96875,193.46875,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star,1,9,High metal content world,0.9188082235,7,656,Minor Metallic Magma,1.166930284,1.175009858,0.000001,Alkibiades,Alkibiades,,,
9562,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE DI-T B20-7,-721.71875,-655.9375,13467.9375,Norma Expanse,Norma Expanse,M (Red dwarf) Star, A 3,7,High metal content world,0.3109533909,34,335,Minor Rocky Magma,1.753623425,2.22648867,0.088494,Insane Golgotha,Insane Golgotha,,,
9563,Roseum Brain Tree,codex_ent_seed,2100201,GRAEA HYPUE DI-T B20-0,-720.34375,-660.40625,13471.375,Norma Expanse,Norma Expanse,M (Red dwarf) Star, D 2,6,High metal content world,0.1950328311,210296,314,Major Rocky Magma,1.801420693,-1.801422479,0.000034,Insane Golgotha,Insane Golgotha,,,
9564,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE XR-H D11-112,356.3125,-99.40625,-45.28125,Inner Orion Spur,Inner Orion Spur,F (White) Star, 3 A,1,Rocky body,0.08029318826,766,339,Minor Silicate Vapour Geysers,1.50625594,1.456141801,0.000294,rash is all over it,rash is all over it,,,
9565,Roseum Brain Tree,codex_ent_seed,2100201,SYNUEFE XR-H D11-112,356.3125,-99.40625,-45.28125,Inner Orion Spur,Inner Orion Spur,F (White) Star, 3 A,3,Rocky body,0.08029318826,766,339,Minor Silicate Vapour Geysers,1.50625594,1.456141801,0.000294,rash is all over it,rash is all over it,,,
9566,Roseum Brain Tree,codex_ent_seed,2100201,WREGOE BW-E D11-39,363.0625,-13.0625,-100.96875,Inner Orion Spur,Inner Orion Spur,F (White) Star, 5 A,1,Rocky body,0.2117551107,2793,210,Minor Silicate Vapour Geysers,1.382837693,1.382878023,0.000185,NidhoggAC,NidhoggAC,,,
9567,Roseum Brain Tree,codex_ent_seed,2100201,COL 173 SECTOR JP-R B33-1,1377.4375,-379.375,24.3125,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, B 1,3,High metal content world,0.159774547,51079,414,Major Rocky Magma,1.801639519,1.801640208,0.000093,Alkibiades,Alkibiades,,,
9568,Lividum Brain Tree,codex_ent_seedefgh,2100205,COL 173 SECTOR JP-R B33-1,1377.4375,-379.375,24.3125,Inner Orion Spur,Inner Orion Spur,M (Red dwarf) Star, B 3 A,2,Rocky body,0.07468065797,51076,337,Major Silicate Vapour Geysers,0.2588708644,0.2671648605,,Alkibiades,Alkibiades,,,
9569,Roseum Brain Tree,codex_ent_seed,2100201,WREGOE HR-K C22-1,960.6875,208.28125,-73.3125,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, B 2,1,High metal content world,0.1754092464,1473,397,Major Silicate Vapour Geysers,0.55169855,0.7159053348,0.043994,Grimscrub,Grimscrub,,,
9570,Roseum Brain Tree,codex_ent_seed,2100201,WREGOE HR-K C22-1,960.6875,208.28125,-73.3125,Inner Orion Spur,Inner Orion Spur,K (Yellow-Orange) Star, B 2,2,High metal content world,0.1754092464,1473,397,Major Silicate Vapour Geysers,0.55169855,0.7159053348,0.043994,Grimscrub,Grimscrub,,,
